Frame,Visibility,X,Y
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,0,0,0
274,0,0,0
275,0,0,0
276,0,0,0
277,0,0,0
278,0,0,0
279,0,0,0
280,0,0,0
281,0,0,0
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
293,0,0,0
294,0,0,0
295,0,0,0
296,0,0,0
297,0,0,0
298,0,0,0
299,0,0,0
300,0,0,0
301,0,0,0
302,0,0,0
303,0,0,0
304,0,0,0
305,0,0,0
306,0,0,0
307,0,0,0
308,0,0,0
309,0,0,0
310,0,0,0
311,0,0,0
312,0,0,0
313,0,0,0
314,0,0,0
315,0,0,0
316,0,0,0
317,0,0,0
318,0,0,0
319,0,0,0
320,0,0,0
321,0,0,0
322,0,0,0
323,0,0,0
324,0,0,0
325,0,0,0
326,0,0,0
327,0,0,0
328,0,0,0
329,1,1136,742
330,1,1140,750
331,1,1140,753
332,1,1136,761
333,0,0,0
334,0,0,0
335,1,1143,708
336,1,1166,742
337,1,1147,753
338,1,1151,742
339,1,1155,735
340,1,1158,727
341,1,1162,723
342,0,0,0
343,0,0,0
344,0,0,0
345,0,0,0
346,1,1095,585
347,1,1050,513
348,1,1005,450
349,1,967,393
350,1,937,348
351,1,903,303
352,1,877,270
353,1,851,236
354,1,832,213
355,1,813,195
356,1,798,176
357,1,783,161
358,1,768,146
359,1,757,138
360,1,746,131
361,1,735,123
362,1,723,120
363,1,716,120
364,1,708,116
365,1,705,116
366,1,701,116
367,1,693,116
368,1,690,116
369,1,686,120
370,1,682,120
371,1,678,112
372,1,675,101
373,1,675,93
374,1,671,82
375,1,667,75
376,1,667,67
377,0,0,0
378,0,0,0
379,0,0,0
380,0,0,0
381,0,0,0
382,0,0,0
383,0,0,0
384,0,0,0
385,0,0,0
386,0,0,0
387,0,0,0
388,0,0,0
389,0,0,0
390,0,0,0
391,0,0,0
392,0,0,0
393,0,0,0
394,0,0,0
395,0,0,0
396,0,0,0
397,0,0,0
398,0,0,0
399,0,0,0
400,0,0,0
401,0,0,0
402,0,0,0
403,0,0,0
404,0,0,0
405,0,0,0
406,0,0,0
407,0,0,0
408,0,0,0
409,0,0,0
410,0,0,0
411,0,0,0
412,0,0,0
413,0,0,0
414,0,0,0
415,0,0,0
416,0,0,0
417,0,0,0
418,0,0,0
419,0,0,0
420,0,0,0
421,0,0,0
422,0,0,0
423,1,498,7
424,1,487,37
425,1,483,75
426,1,476,116
427,1,472,168
428,1,468,221
429,1,468,277
430,1,468,333
431,1,472,401
432,1,480,461
433,1,487,528
434,1,498,592
435,1,510,652
436,1,525,712
437,1,521,727
438,1,498,712
439,1,480,697
440,1,461,690
441,1,442,675
442,1,427,667
443,1,408,656
444,1,390,648
445,1,375,645
446,1,356,641
447,1,337,637
448,1,318,637
449,0,0,0
450,0,0,0
451,0,0,0
452,0,0,0
453,0,0,0
454,0,0,0
455,0,0,0
456,1,228,720
457,1,232,746
458,1,228,765
459,1,228,787
460,1,236,817
461,1,247,847
462,1,255,873
463,0,0,0
464,1,277,933
465,1,292,960
466,1,307,971
467,1,326,967
468,1,341,967
469,1,360,963
470,1,378,967
471,1,397,967
472,1,412,967
473,1,431,971
474,1,446,975
475,1,457,975
476,1,450,963
477,1,438,952
478,0,0,0
479,0,0,0
480,0,0,0
481,1,393,888
482,1,386,877
483,1,378,866
484,1,371,858
485,1,367,847
486,1,367,843
487,0,0,0
488,0,0,0
489,0,0,0
490,0,0,0
491,0,0,0
492,0,0,0
493,0,0,0
494,0,0,0
495,0,0,0
496,0,0,0
497,0,0,0
498,0,0,0
499,0,0,0
500,0,0,0
501,0,0,0
502,0,0,0
503,0,0,0
504,0,0,0
505,0,0,0
506,0,0,0
507,0,0,0
508,0,0,0
509,0,0,0
510,0,0,0
511,0,0,0
512,0,0,0
513,0,0,0
514,0,0,0
515,0,0,0
516,0,0,0
517,0,0,0
518,0,0,0
519,0,0,0
520,0,0,0
521,0,0,0
522,0,0,0
523,0,0,0
524,0,0,0
525,0,0,0
526,0,0,0
527,0,0,0
528,0,0,0
529,0,0,0
530,0,0,0
531,0,0,0
532,0,0,0
533,0,0,0
534,0,0,0
535,0,0,0
536,0,0,0
537,0,0,0
538,0,0,0
539,0,0,0
540,0,0,0
541,0,0,0
542,0,0,0
543,0,0,0
544,0,0,0
545,0,0,0
546,1,525,682
547,1,536,686
548,1,551,690
549,1,562,693
550,1,577,701
551,1,592,708
552,1,607,720
553,1,622,727
554,1,637,738
555,1,648,750
556,1,660,753
557,1,663,746
558,1,660,738
559,1,663,727
560,1,663,720
561,1,663,716
562,1,667,708
563,1,671,705
564,1,675,705
565,1,678,701
566,1,682,701
567,1,727,622
568,1,776,543
569,1,821,472
570,1,862,412
571,1,900,360
572,1,937,311
573,1,963,273
574,1,993,240
575,1,1016,213
576,1,1038,191
577,1,1061,168
578,1,1076,153
579,1,1091,142
580,1,1106,131
581,1,1121,123
582,1,1132,116
583,1,1143,112
584,1,1151,108
585,1,1162,105
586,1,1170,105
587,1,1177,105
588,1,1185,105
589,1,1188,105
590,1,1192,108
591,1,1200,112
592,1,1203,116
593,1,1207,112
594,1,1211,101
595,1,1215,90
596,1,1218,82
597,1,1222,75
598,0,0,0
599,0,0,0
600,0,0,0
601,0,0,0
602,0,0,0
603,0,0,0
604,0,0,0
605,0,0,0
606,1,1286,67
607,1,1297,71
608,1,1305,78
609,1,1320,86
610,1,1338,97
611,1,1350,108
612,1,1365,120
613,1,1383,135
614,1,1395,146
615,1,1410,161
616,1,1432,187
617,1,1455,213
618,1,1473,240
619,1,1492,270
620,1,1515,300
621,1,1522,315
622,1,1488,273
623,1,1462,243
624,1,1436,217
625,1,1413,191
626,1,1395,176
627,1,1368,157
628,1,1346,138
629,1,1323,123
630,1,1308,116
631,1,1290,105
632,1,1275,97
633,1,1256,93
634,1,1241,90
635,1,1230,86
636,1,1218,82
637,1,1203,78
638,1,1192,78
639,1,1185,78
640,1,1177,82
641,0,0,0
642,0,0,0
643,0,0,0
644,0,0,0
645,0,0,0
646,0,0,0
647,0,0,0
648,0,0,0
649,0,0,0
650,0,0,0
651,0,0,0
652,0,0,0
653,1,1162,75
654,1,1155,78
655,1,1155,86
656,1,1151,97
657,1,1147,108
658,1,1140,123
659,1,1136,142
660,1,1132,161
661,1,1125,183
662,1,1117,206
663,1,1110,236
664,1,1102,266
665,1,1091,303
666,1,1061,288
667,1,1023,258
668,1,990,236
669,1,960,213
670,1,933,198
671,1,911,187
672,1,888,172
673,1,866,165
674,1,847,157
675,1,828,153
676,1,813,150
677,1,802,146
678,1,787,146
679,1,776,146
680,1,768,146
681,1,757,138
682,1,753,127
683,1,746,112
684,1,742,105
685,1,735,93
686,1,727,86
687,1,723,78
688,1,720,75
689,1,712,71
690,1,708,67
691,0,0,0
692,0,0,0
693,0,0,0
694,1,768,82
695,0,0,0
696,0,0,0
697,0,0,0
698,1,678,71
699,1,675,75
700,1,667,82
701,1,663,90
702,1,660,97
703,1,652,108
704,1,648,120
705,1,645,135
706,1,637,146
707,1,633,165
708,1,626,183
709,1,622,198
710,1,622,206
711,1,622,213
712,1,622,221
713,1,622,228
714,1,622,228
715,1,626,232
716,1,626,236
717,0,0,0
718,0,0,0
719,0,0,0
720,0,0,0
721,0,0,0
722,0,0,0
723,0,0,0
724,0,0,0
725,0,0,0
726,0,0,0
727,0,0,0
728,0,0,0
729,0,0,0
730,0,0,0
731,0,0,0
732,0,0,0
733,0,0,0
734,0,0,0
735,0,0,0
736,0,0,0
737,0,0,0
738,0,0,0
739,0,0,0
740,0,0,0
741,0,0,0
742,0,0,0
743,0,0,0
744,0,0,0
745,0,0,0
746,0,0,0
747,1,967,506
748,1,963,502
749,1,956,498
750,1,948,502
751,1,948,502
752,1,945,510
753,0,0,0
754,0,0,0
755,0,0,0
756,0,0,0
757,0,0,0
758,0,0,0
759,0,0,0
760,0,0,0
761,0,0,0
762,0,0,0
763,0,0,0
764,0,0,0
765,0,0,0
766,0,0,0
767,0,0,0
768,0,0,0
769,0,0,0
770,0,0,0
771,0,0,0
772,0,0,0
773,0,0,0
774,0,0,0
775,0,0,0
776,0,0,0
777,0,0,0
778,0,0,0
779,0,0,0
780,0,0,0
781,0,0,0
782,0,0,0
783,0,0,0
784,0,0,0
785,0,0,0
786,0,0,0
787,0,0,0
788,0,0,0
789,0,0,0
790,0,0,0
791,0,0,0
