Frame,Visibility,X,Y
1461,-1,915,268
1462,-1,817,377
1463,-1,709,458
1464,-1,674,519
1465,-1,599,622
1466,-1,570,636
1467,-1,535,682
1468,-1,490,741
1469,-1,477,775
1470,-1,469,800
1471,-1,476,816
1472,-1,503,825
1473,-1,533,841
1474,-1,563,853
1475,-1,587,863
1476,-1,615,876
1477,-1,635,885
1478,-1,635,872
1479,-1,637,855
1480,-1,638,843
1481,-1,638,830
1482,-1,640,821
1483,-1,645,807
1484,-1,644,794
1485,-1,657,775
1486,-1,659,752
1487,-1,699,722
1488,-1,722,674
1489,-1,714,688
1490,-1,795,617
1491,-1,876,579
1492,-1,898,499
1493,-1,902,405
1494,-1,909,401
1495,-1,918,392
1496,-1,935,382
1497,-1,940,374
1498,-1,940,378
1499,-1,940,370
1500,-1,938,367
1501,-1,928,359
1502,-1,925,339
1503,-1,933,329
1504,-1,925,307
1505,-1,919,282
1506,-1,915,268
1507,-1,915,268
1508,-1,915,268
1509,-1,915,268
1510,-1,915,268
1511,-1,915,268
1512,-1,915,268
1513,-1,915,268
1514,-1,915,268
1515,-1,915,268
1516,-1,915,268
1517,-1,915,268
1518,-1,915,268
1519,-1,915,268
1520,-1,915,268
1521,-1,915,268
1522,-1,915,268
1523,-1,915,268
1524,-1,915,268
1525,-1,915,268
1526,-1,915,268
1527,-1,915,268
1528,-1,915,268
1529,-1,915,268
1530,-1,915,268
1531,-1,915,268
1532,-1,915,268
1533,-1,915,268
1534,-1,915,268
1535,-1,915,268
1536,-1,915,268
1537,-1,915,268
1538,-1,915,268
1539,-1,915,268
1540,-1,915,268
1541,-1,947,251
1542,-1,1013,253
1543,-1,1066,217
1544,-1,1087,196
1545,-1,1108,202
1546,-1,1136,194
1547,-1,1150,181
1548,-1,1160,169
1549,-1,1166,164
1550,-1,1170,155
1551,-1,1170,153
1552,-1,1164,155
1553,-1,1159,155
1554,-1,1155,157
1555,-1,1155,158
1556,-1,1149,160
1557,-1,1142,165
1558,-1,1137,169
1559,-1,1122,180
1560,-1,1105,199
1561,-1,1091,221
1562,-1,1079,217
1563,-1,1051,233
1564,-1,1034,249
1565,-1,980,249
1566,-1,932,246
1567,-1,915,268
1568,-1,915,268
1569,-1,915,268
1570,-1,915,268
1571,-1,915,268
1572,-1,915,268
1573,-1,915,268
1574,-1,915,268
1575,-1,915,268
1576,-1,915,268
1577,-1,915,268
1578,-1,915,268
1579,-1,915,268
1580,-1,915,268
1581,-1,915,268
1582,-1,915,268
1583,-1,915,268
1584,-1,915,268
1585,-1,915,268
1586,-1,915,268
1587,-1,915,268
1588,-1,915,268
1589,-1,915,268
1590,-1,915,268
1591,-1,915,268
1592,-1,915,268
1593,-1,915,268
1594,-1,915,268
1595,-1,915,268
1596,-1,824,381
1597,-1,721,463
1598,-1,689,522
1599,-1,619,624
1600,-1,594,645
1601,-1,563,687
1602,-1,524,742
1603,-1,516,776
1604,-1,505,800
1605,-1,510,816
1606,-1,533,825
1607,-1,553,834
1608,-1,570,844
1609,-1,587,853
1610,-1,593,846
1611,-1,593,830
1612,-1,593,818
1613,-1,598,804
1614,-1,600,788
1615,-1,602,779
1616,-1,607,767
1617,-1,613,760
1618,-1,488,606
1619,-1,390,516
1620,-1,347,452
1621,-1,289,425
1622,-1,292,426
1623,-1,293,436
1624,-1,297,447
1625,-1,300,459
1626,-1,308,470
1627,-1,312,480
1628,-1,898,406
1629,-1,935,367
1630,-1,304,463
1631,-1,300,450
1632,-1,300,444
1633,-1,297,437
1634,-1,297,435
1635,-1,327,447
1636,-1,303,450
1637,-1,308,465
1638,-1,315,484
1639,-1,315,483
1640,-1,312,470
1641,-1,308,459
1642,-1,307,450
1643,-1,303,441
1644,-1,303,436
1645,-1,955,295
1646,-1,1132,228
1647,-1,1211,202
1648,-1,1271,181
1649,-1,1275,182
1650,-1,1284,189
1651,-1,1288,196
1652,-1,1294,199
1653,-1,1299,208
1654,-1,1305,215
1655,-1,1307,222
1656,-1,1314,230
1657,-1,1316,235
1658,-1,1314,234
1659,-1,1319,234
1660,-1,1316,217
1661,-1,1315,202
1662,-1,1308,188
1663,-1,1307,177
1664,-1,1301,172
1665,-1,1290,165
1666,-1,1288,158
1667,-1,1279,155
1668,-1,1273,150
1669,-1,1266,150
1670,-1,1260,148
1671,-1,1254,145
1672,-1,1245,145
1673,-1,1241,145
1674,-1,1234,145
1675,-1,1230,148
1676,-2,0,0
1677,-2,0,0
1678,-2,0,0
1679,-2,0,0
1680,-2,0,0
1681,-2,0,0
1682,-2,0,0
1683,-2,0,0
1684,-2,0,0
1685,-2,0,0
1686,-2,0,0
1687,-2,0,0
1688,-2,0,0
1689,-2,0,0
1690,-2,0,0
1691,-2,0,0
1692,-2,0,0
1693,-2,0,0
1694,-2,0,0
1695,-2,0,0
1696,-1,1155,47
1697,-1,1149,52
1698,-1,1142,53
1699,-1,1138,58
1700,-1,1131,62
1701,-1,1118,74
1702,-1,1106,90
1703,-1,1087,112
1704,-1,1075,133
1705,-1,1071,162
1706,-1,1048,188
1707,-1,1020,240
1708,-1,982,231
1709,-1,931,225
1710,-1,915,268
1711,-1,915,268
1712,-1,915,268
1713,-1,915,268
1714,-1,915,268
1715,-1,915,268
1716,-1,915,268
1717,-1,915,268
1718,-1,915,268
1719,-1,956,250
1720,-1,1044,255
1721,-1,1130,230
1722,-1,1160,254
1723,-1,1183,269
1724,-1,1214,269
1725,-1,1221,259
1726,-1,1236,236
1727,-1,1246,221
1728,-1,1258,206
1729,-1,1262,196
1730,-1,1269,182
1731,-1,1275,174
1732,-1,1277,165
1733,-1,1284,158
1734,-1,1284,153
1735,-1,1277,150
1736,-1,1273,145
1737,-1,1269,143
1738,-1,1264,143
1739,-1,1260,143
1740,-1,1256,141
1741,-1,1249,143
1742,-1,1245,143
1743,-1,1241,145
1744,-1,1238,147
1745,-1,1220,154
1746,-1,1198,168
1747,-1,1177,177
1748,-1,1158,177
1749,-1,1101,214
1750,-1,1080,258
1751,-1,1030,248
1752,-1,952,240
1753,-1,915,268
1754,-1,915,268
1755,-1,915,268
1756,-1,915,268
1757,-1,915,268
1758,-1,915,268
1759,-1,961,245
1760,-1,1051,247
1761,-1,1135,204
1762,-1,1161,169
1763,-1,1184,149
1764,-1,1221,133
1765,-1,1251,135
1766,-1,1273,131
1767,-1,1286,134
1768,-1,1290,135
1769,-1,1292,138
1770,-1,1296,148
1771,-1,1299,158
1772,-1,1303,165
1773,-1,1305,177
1774,-1,1307,193
1775,-1,1309,208
1776,-1,1311,225
1777,-1,1310,249
1778,-1,1314,272
1779,-1,1315,292
1780,-1,1319,309
1781,-1,1320,310
1782,-1,1322,315
1783,-1,1324,301
1784,-1,1322,291
1785,-1,1312,284
1786,-1,1305,271
1787,-1,1270,251
1788,-1,1227,262
1789,-1,1207,284
1790,-1,1152,311
1791,-1,1115,328
1792,-1,1060,322
1793,-1,968,278
1794,-1,915,268
1795,-1,915,268
1796,-1,915,268
1797,-1,915,268
1798,-1,915,268
1799,-1,915,268
1800,-1,915,268
1801,-1,915,268
1802,-1,915,268
1803,-1,915,268
1804,-1,915,268
1805,-1,915,268
1806,-1,915,268
1807,-1,915,268
1808,-1,915,268
1809,-1,915,268
1810,-1,915,268
1811,-1,915,268
1812,-1,915,268
1813,-1,915,268
1814,-1,915,268
1815,-1,915,268
1816,-1,915,268
1817,-1,915,268
1818,-1,915,268
1819,-1,915,268
1820,-1,915,268
1821,-1,915,268
1822,-1,915,268
1823,-1,915,268
1824,-1,915,268
1825,-1,915,268
1826,-1,915,268
1827,-1,915,268
1828,-1,915,268
1829,-1,915,268
1830,-1,915,268
1831,-1,915,268
1832,-1,915,268
1833,-1,915,268
1834,-1,915,268
1835,-1,915,268
1836,-1,915,268
1837,-1,915,268
1838,-1,915,268
1839,-1,915,268
1840,-1,915,268
1841,-1,915,268
1842,-1,915,268
1843,-1,915,268
1844,-1,915,268
1845,-1,915,268
1846,-1,915,268
1847,-1,915,268
1848,-1,915,268
1849,-1,915,268
1850,-1,915,268
1851,-1,915,268
1852,-1,915,268
1853,-1,915,268
1854,-1,915,268
1855,-1,915,268
1856,-1,915,268
1857,-1,915,268
1858,-1,915,268
1859,-1,915,268
1860,-1,915,268
1861,-1,915,268
1862,-1,915,268
1863,-1,915,268
1864,-1,915,268
1865,-1,915,268
1866,-1,915,268
1867,-1,915,268
1868,-1,915,268
1869,-1,915,268
1870,-1,915,268
1871,-1,915,268
1872,-1,915,268
1873,-1,915,268
1874,-1,915,268
1875,-1,915,268
1876,-1,915,268
1877,-1,915,268
1878,-1,915,268
1879,-1,915,268
1880,-1,915,268
1881,-1,915,268
1882,-1,915,268
1883,-1,915,268
1884,-1,915,268
1885,-1,915,268
1886,-1,915,268
1887,-1,915,268
1888,-1,915,268
1889,-1,915,268
1890,-1,915,268
1891,-1,915,268
1892,-1,915,268
1893,-1,915,268
1894,-1,915,268
1895,-1,915,268
1896,-1,915,268
1897,-1,915,268
1898,-1,915,268
1899,-1,915,268
1900,-1,915,268
1901,-1,915,268
1902,-1,915,268
1903,-1,915,268
1904,-1,915,268
1905,-1,915,268
1906,-1,915,268
1907,-1,915,268
1908,-1,915,268
1909,-1,915,268
1910,-1,915,268
1911,-1,915,268
1912,-1,915,268
1913,-1,915,268
1914,-1,915,268
1915,-1,915,268
1916,-1,915,268
1917,-1,915,268
1918,-1,915,268
1919,-1,915,268
1920,-1,915,268
1921,-1,915,268
1922,-1,915,268
1923,-1,915,268
1924,-1,915,268
1925,-1,915,268
1926,-1,915,268
1927,-1,915,268
1928,-1,915,268
1929,-1,915,268
1930,-1,915,268
1931,-1,915,268
1932,-1,915,268
1933,-1,915,268
1934,-1,915,268
1935,-1,915,268
1936,-1,915,268
1937,-1,915,268
1938,-1,915,268
1939,-1,915,268
1940,-1,915,268
1941,-1,915,268
1942,-1,915,268
1943,-1,915,268
1944,-1,915,268
1945,-1,915,268
1946,-1,915,268
1947,-1,915,268
1948,-1,915,268
1949,-1,915,268
1950,-1,915,268
1951,-1,915,268
1952,-1,915,268
1953,-1,915,268
1954,-1,915,268
1955,-1,915,268
1956,-1,915,268
1957,-1,915,268
1958,-1,915,268
1959,-1,915,268
1960,-1,915,268
1961,-1,915,268
1962,-1,915,268
1963,-1,915,268
1964,-1,915,268
1965,-1,915,268
1966,-1,915,268
1967,-1,915,268
1968,-1,915,268
1969,-1,915,268
1970,-1,915,268
1971,-1,915,268
1972,-1,915,268
1973,-1,915,268
1974,-1,915,268
1975,-1,915,268
1976,-1,915,268
1977,-1,915,268
1978,-1,915,268
1979,-1,915,268
1980,-1,915,268
1981,-1,915,268
1982,-1,915,268
1983,-1,915,268
1984,-1,915,268
1985,-1,915,268
1986,-1,915,268
1987,-1,915,268
1988,-1,915,268
1989,-1,915,268
1990,-1,915,268
1991,-1,915,268
1992,-1,915,268
1993,-1,915,268
1994,-1,915,268
1995,-1,915,268
1996,-1,915,268
1997,-1,915,268
1998,-1,915,268
1999,-1,915,268
2000,-1,915,268
2001,-1,915,268
2002,-1,915,268
2003,-1,915,268
2004,-1,915,268
2005,-1,915,268
2006,-1,915,268
2007,-1,915,268
2008,-1,915,268
2009,-1,915,268
2010,-1,915,268
2011,-1,915,268
2012,-1,915,268
2013,-1,915,268
2014,-1,915,268
2015,-1,915,268
2016,-1,915,268
2017,-1,915,268
2018,-1,915,268
2019,-1,915,268
2020,-1,915,268
2021,-1,915,268
2022,-1,915,268
2023,-1,915,268
2024,-1,915,268
2025,-1,915,268
2026,-1,915,268
2027,-1,915,268
2028,-1,915,268
2029,-1,915,268
2030,-1,915,268
2031,-1,915,268
2032,-1,915,268
2033,-1,915,268
2034,-1,915,268
2035,-1,915,268
2036,-1,915,268
2037,-1,915,268
2038,-1,915,268
2039,-1,915,268
2040,-1,915,268
2041,-1,915,268
2042,-1,915,268
2043,-1,915,268
2044,-1,915,268
2045,-1,915,268
2046,-1,915,268
2047,-1,915,268
2048,-1,915,268
2049,-1,915,268
2050,-1,915,268
2051,-1,915,268
2052,-1,915,268
2053,-1,915,268
2054,-1,915,268
2055,-1,915,268
2056,-1,915,268
2057,-1,915,268
2058,-1,915,268
2059,-1,915,268
2060,-1,915,268
2061,-1,915,268
2062,-1,915,268
2063,-1,915,268
2064,-1,915,268
2065,-1,915,268
2066,-1,915,268
2067,-1,915,268
2068,-1,915,268
2069,-1,915,268
2070,-1,915,268
2071,-1,915,268
2072,-1,915,268
2073,-1,915,268
2074,-1,915,268
2075,-1,915,268
2076,-1,915,268
2077,-1,915,268
2078,-1,915,268
2079,-1,915,268
2080,-1,915,268
2081,-1,915,268
2082,-1,915,268
2083,-1,915,268
2084,-1,915,268
2085,-1,915,268
2086,-1,915,268
2087,-1,840,283
2088,-1,733,328
2089,-1,658,350
2090,-1,605,387
2091,-1,506,375
2092,-1,423,378
2093,-1,361,403
2094,-1,329,422
2095,-1,324,416
2096,-1,293,421
2097,-1,293,425
2098,-1,293,432
2099,-1,297,444
2100,-1,300,450
2101,-1,304,465
2102,-1,311,478
2103,-1,315,489
2104,-1,318,494
2105,-1,312,479
2106,-1,308,470
2107,-1,307,459
2108,-1,304,450
2109,-1,303,444
2110,-1,303,440
2111,-1,331,452
2112,-1,308,455
2113,-1,315,474
2114,-1,323,493
2115,-1,326,498
2116,-1,382,515
2117,-1,402,525
2118,-1,448,540
2119,-1,502,510
2120,-1,560,463
2121,-1,663,407
2122,-1,752,384
2123,-1,841,353
2124,-1,890,303
2125,-1,915,268
2126,-1,840,284
2127,-1,733,328
2128,-1,658,349
2129,-1,603,378
2130,-1,505,366
2131,-1,424,370
2132,-1,362,395
2133,-1,330,417
2134,-1,324,415
2135,-1,293,422
2136,-1,293,431
2137,-1,293,444
2138,-1,297,455
2139,-1,300,468
2140,-1,304,480
2141,-1,308,495
2142,-1,308,502
2143,-1,300,483
2144,-1,297,474
2145,-1,293,465
2146,-1,289,455
2147,-1,288,450
2148,-1,289,450
2149,-1,289,459
2150,-1,297,474
2151,-1,303,493
2152,-1,308,503
2153,-1,303,489
2154,-1,300,479
2155,-1,297,465
2156,-1,293,459
2157,-1,293,450
2158,-1,293,444
2159,-1,289,437
2160,-1,288,435
2161,-1,372,435
2162,-1,400,428
2163,-1,435,427
2164,-1,493,421
2165,-1,557,415
2166,-1,656,379
2167,-1,668,378
2168,-1,649,396
2169,-1,637,387
2170,-1,601,389
2171,-1,502,378
2172,-1,418,384
2173,-1,354,408
2174,-1,321,428
2175,-1,313,427
2176,-1,278,436
2177,-1,278,441
2178,-1,278,455
2179,-1,278,465
2180,-1,282,480
2181,-1,282,495
2182,-1,285,508
2183,-1,285,513
2184,-1,277,498
2185,-1,270,487
2186,-1,266,478
2187,-1,262,470
2188,-1,336,487
2189,-1,326,498
2190,-1,313,501
2191,-1,281,494
2192,-1,292,505
2193,-1,296,505
2194,-1,289,495
2195,-1,288,487
2196,-1,289,474
2197,-1,373,475
2198,-1,404,468
2199,-1,440,460
2200,-1,500,447
2201,-1,560,426
2202,-1,660,382
2203,-1,751,377
2204,-1,842,347
2205,-1,891,301
2206,-1,915,268
2207,-1,915,268
2208,-1,915,268
2209,-1,915,268
2210,-1,915,268
2211,-1,915,268
2212,-1,915,268
2213,-1,915,268
2214,-1,915,268
2215,-1,915,268
2216,-1,915,268
2217,-1,915,268
2218,-1,915,268
2219,-1,970,227
2220,-1,1064,227
2221,-1,1143,200
2222,-1,1185,161
2223,-1,1228,115
2224,-1,1296,92
2225,-1,1339,104
2226,-1,1364,91
2227,-1,1375,82
2228,-1,1384,77
2229,-1,1384,77
2230,-1,1384,77
2231,-1,1384,77
2232,-1,1382,77
2233,-1,1384,80
2234,-1,1383,91
2235,-1,1360,110
2236,-1,1331,117
2237,-1,1286,135
2238,-1,1229,156
2239,-1,1169,219
2240,-1,1149,195
2241,-1,1082,235
2242,-1,974,219
2243,-1,915,268
2244,-1,915,268
2245,-1,915,268
2246,-1,915,268
2247,-1,915,268
2248,-1,915,268
2249,-1,915,268
2250,-1,915,268
2251,-1,915,268
2252,-1,915,268
2253,-1,915,268
2254,-1,915,268
2255,-1,915,268
2256,-1,915,268
2257,-1,915,268
2258,-1,915,268
2259,-1,915,268
2260,-1,915,268
2261,-1,915,268
2262,-1,915,268
2263,-1,915,268
2264,-1,915,268
2265,-1,915,268
2266,-1,915,268
2267,-1,915,268
2268,-1,915,268
2269,-1,915,268
2270,-1,915,268
2271,-1,915,268
2272,-1,915,268
2273,-1,915,268
2274,-1,915,268
2275,-1,915,268
2276,-1,915,268
2277,-1,915,268
2278,-1,915,268
2279,-1,915,268
2280,-1,915,268
2281,-1,915,268
2282,-1,915,268
2283,-1,915,268
2284,-1,915,268
2285,-1,915,268
2286,-1,904,265
2287,-1,866,282
2288,-1,871,289
2289,-1,863,232
2290,-1,835,228
2291,-1,813,230
2292,-1,822,219
2293,-1,824,205
2294,-1,812,195
2295,-1,815,177
2296,-1,823,177
2297,-1,834,180
2298,-1,858,188
2299,-1,876,201
2300,-1,878,221
2301,-1,948,228
2302,-1,994,233
2303,-1,1073,267
2304,-1,1113,240
2305,-1,1125,264
2306,-1,1147,270
2307,-1,1196,301
2308,-1,1209,317
2309,-1,1243,360
2310,-1,1273,391
2311,-1,1314,426
2312,-1,1363,465
2313,-1,1410,510
2314,-1,1455,558
2315,-1,1489,601
2316,-1,1543,642
2317,-1,1581,651
2318,-1,1618,660
2319,-1,1654,670
2320,-1,1691,681
2321,-1,1725,697
2322,-1,1742,705
2323,-1,1688,742
2324,-1,1693,745
2325,-1,1687,764
2326,-1,1702,791
2327,-1,1703,813
2328,-1,1774,816
2329,-1,1768,841
2330,-1,1759,863
2331,-1,1720,876
2332,-1,1712,874
2333,-1,1676,840
2334,-1,1638,796
2335,-1,1678,727
2336,-1,1648,658
2337,-1,1616,593
2338,-1,1579,533
2339,-1,1543,478
2340,-1,1504,428
2341,-1,1470,383
2342,-1,1434,343
2343,-1,1399,309
2344,-1,1369,278
2345,-1,1337,254
2346,-1,1305,234
2347,-1,1293,219
2348,-1,1263,212
2349,-1,1239,190
2350,-1,1212,166
2351,-1,1167,159
2352,-1,1157,150
2353,-1,1138,145
2354,-1,1123,143
2355,-1,1105,138
2356,-1,1084,138
2357,-1,1065,140
2358,-1,1044,144
2359,-1,1035,153
2360,-1,1023,170
2361,-1,1009,182
2362,-1,993,186
2363,-1,993,209
2364,-1,999,242
2365,-1,951,248
2366,-1,922,247
2367,-1,915,268
2368,-1,915,268
2369,-1,915,268
2370,-1,915,268
2371,-1,915,268
2372,-1,915,268
2373,-1,915,268
2374,-1,915,268
2375,-1,915,268
2376,-1,915,268
2377,-1,915,268
2378,-1,915,268
2379,-1,915,268
2380,-1,915,268
2381,-1,915,268
2382,-1,915,268
2383,-1,915,268
2384,-1,915,268
2385,-1,915,268
2386,-1,915,268
2387,-1,915,268
2388,-1,915,268
2389,-1,915,268
2390,-1,915,268
2391,-1,915,268
2392,-1,915,268
2393,-1,915,268
2394,-1,915,268
2395,-1,915,268
2396,-1,915,268
2397,-1,915,268
2398,-1,915,268
2399,-1,915,268
2400,-1,916,431
2401,-1,961,572
2402,-1,956,615
2403,-1,907,734
2404,-1,942,777
2405,-1,929,826
2406,-1,936,870
2407,-1,941,899
2408,-1,944,920
2409,-1,960,923
2410,-1,971,911
2411,-1,979,898
2412,-1,878,714
2413,-1,642,603
2414,-1,462,493
2415,-1,394,358
2416,-1,248,252
2417,-1,419,229
2418,-1,433,189
2419,-1,445,168
2420,-1,487,191
2421,-1,584,306
2422,-1,661,317
2423,-1,739,276
2424,-1,854,287
2425,-1,914,269
2426,-1,915,268
2427,-1,915,268
2428,-1,915,268
2429,-1,915,268
2430,-1,915,268
2431,-1,915,268
2432,-1,915,268
2433,-1,915,268
2434,-1,915,268
2435,-1,915,268
2436,-1,915,268
2437,-1,915,268
2438,-1,915,268
2439,-1,915,268
2440,-1,915,268
2441,-1,915,268
2442,-1,915,268
2443,-1,915,268
2444,-1,915,268
2445,-1,915,268
2446,-1,915,268
2447,-1,915,268
2448,-1,915,268
2449,-1,915,268
2450,-1,915,268
2451,-1,915,268
2452,-1,915,268
2453,-1,915,268
2454,-1,915,268
2455,-1,915,268
2456,-1,915,268
2457,-1,915,268
2458,-1,915,268
2459,-1,915,268
2460,-1,1009,325
2461,-1,1069,341
2462,-1,1121,390
2463,-1,1136,472
2464,-1,1178,502
2465,-1,1205,545
2466,-1,1239,576
2467,-1,1256,586
2468,-1,1264,571
2469,-1,1266,540
2470,-1,1262,498
2471,-1,1254,456
2472,-1,1247,422
2473,-1,1241,391
2474,-1,1230,360
2475,-1,1224,333
2476,-1,1215,312
2477,-1,1206,293
2478,-1,1201,277
2479,-1,1195,260
2480,-1,1184,247
2481,-1,1179,235
2482,-1,1170,225
2483,-1,1164,218
2484,-1,1159,215
2485,-1,1150,210
2486,-1,1140,207
2487,-1,1117,222
2488,-1,1103,227
2489,-1,1092,215
2490,-1,1063,217
2491,-1,1050,260
2492,-1,988,255
2493,-1,935,254
2494,-1,915,268
2495,-1,915,268
2496,-1,915,268
2497,-1,915,268
2498,-1,838,284
2499,-1,729,327
2500,-1,658,357
2501,-1,612,413
2502,-1,516,428
2503,-1,443,456
2504,-1,375,476
2505,-1,359,466
2506,-1,348,451
2507,-1,327,455
2508,-1,326,447
2509,-1,326,441
2510,-1,330,447
2511,-1,355,461
2512,-1,333,465
2513,-1,374,483
2514,-1,384,480
2515,-1,416,491
2516,-1,463,471
2517,-1,531,420
2518,-1,648,385
2519,-1,737,366
2520,-1,831,337
2521,-1,894,297
2522,-1,915,268
2523,-1,915,268
2524,-1,928,262
2525,-1,934,272
2526,-1,934,256
2527,-1,952,241
2528,-1,947,255
2529,-1,968,261
2530,-1,971,261
2531,-1,970,256
2532,-1,970,253
2533,-1,969,249
2534,-1,969,254
2535,-1,969,252
2536,-1,969,242
2537,-1,969,237
2538,-1,966,232
2539,-1,966,230
2540,-2,0,0
2541,-2,0,0
2542,-2,0,0
2543,-2,0,0
2544,-2,0,0
2545,-2,0,0
2546,-2,0,0
2547,-2,0,0
2548,-2,0,0
2549,-2,0,0
2550,-2,0,0
2551,-2,0,0
2552,-2,0,0
2553,-2,0,0
2554,-2,0,0
2555,-2,0,0
2556,-2,0,0
2557,-2,0,0
2558,-2,0,0
2559,-2,0,0
2560,-2,0,0
2561,-2,0,0
2562,-2,0,0
2563,-2,0,0
2564,-2,0,0
2565,-2,0,0
2566,-2,0,0
2567,-2,0,0
2568,-2,0,0
2569,-2,0,0
2570,-2,0,0
2571,-2,0,0
2572,-2,0,0
2573,-2,0,0
2574,-2,0,0
2575,-2,0,0
2576,-2,0,0
2577,-2,0,0
2578,-2,0,0
2579,-2,0,0
2580,-2,0,0
2581,-2,0,0
2582,-2,0,0
2583,-2,0,0
2584,-2,0,0
2585,-2,0,0
2586,-2,0,0
2587,-2,0,0
2588,-2,0,0
2589,-2,0,0
2590,-2,0,0
2591,-2,0,0
2592,-2,0,0
2593,-2,0,0
2594,-2,0,0
2595,-2,0,0
2596,-2,0,0
2597,-2,0,0
2598,-2,0,0
2599,-2,0,0
2600,-2,0,0
2601,-2,0,0
2602,-2,0,0
2603,-2,0,0
2604,-2,0,0
2605,-2,0,0
2606,-2,0,0
2607,-2,0,0
2608,-2,0,0
2609,-2,0,0
2610,-2,0,0
2611,-2,0,0
2612,-2,0,0
2613,-2,0,0
2614,-2,0,0
2615,-2,0,0
2616,-2,0,0
2617,-2,0,0
2618,-2,0,0
2619,-2,0,0
2620,-2,0,0
2621,-2,0,0
2622,-2,0,0
2623,-2,0,0
2624,-2,0,0
2625,-2,0,0
2626,-2,0,0
2627,-2,0,0
2628,-2,0,0
2629,-2,0,0
2630,-2,0,0
2631,-2,0,0
2632,-2,0,0
2633,-2,0,0
2634,-2,0,0
2635,-2,0,0
2636,-2,0,0
2637,-2,0,0
2638,-2,0,0
2639,-2,0,0
2640,-2,0,0
2641,-2,0,0
2642,-2,0,0
2643,-2,0,0
2644,-1,1110,47
2645,-1,1110,52
2646,-1,1110,55
2647,-1,1110,58
2648,-1,1112,59
2649,-1,1106,68
2650,-1,1100,80
2651,-1,1085,99
2652,-1,1073,120
2653,-1,1067,149
2654,-1,1042,181
2655,-1,1013,240
2656,-1,977,232
2657,-1,929,226
2658,-1,915,268
2659,-1,915,268
2660,-1,915,268
2661,-1,915,268
2662,-1,915,268
2663,-1,915,268
2664,-1,915,268
2665,-1,915,268
2666,-1,915,268
2667,-1,915,268
2668,-1,915,268
2669,-1,915,268
2670,-1,915,268
2671,-1,915,268
2672,-1,915,268
2673,-1,915,268
2674,-1,915,268
2675,-1,915,268
2676,-1,915,268
2677,-1,915,268
2678,-1,915,268
2679,-1,915,268
2680,-1,915,268
2681,-1,918,338
2682,-1,920,365
2683,-1,909,369
2684,-1,929,255
2685,-1,959,303
2686,-1,932,324
2687,-1,918,401
2688,-1,900,455
2689,-1,897,519
2690,-1,885,544
2691,-1,870,600
2692,-1,855,639
2693,-1,848,656
2694,-1,833,675
2695,-1,825,695
2696,-1,815,719
2697,-1,803,747
2698,-1,793,777
2699,-1,780,813
2700,-1,770,851
2701,-1,765,863
2702,-1,757,739
2703,-1,757,664
2704,-1,755,600
2705,-1,752,540
2706,-1,755,483
2707,-1,755,437
2708,-1,757,392
2709,-1,758,358
2710,-1,758,328
2711,-1,763,300
2712,-1,764,278
2713,-1,769,259
2714,-1,778,244
2715,-1,795,237
2716,-1,815,227
2717,-1,828,236
2718,-1,835,271
2719,-1,847,295
2720,-1,900,281
2721,-1,915,268
2722,-1,915,268
2723,-1,915,268
2724,-1,915,268
2725,-1,915,268
2726,-1,915,268
2727,-1,915,268
2728,-1,915,268
2729,-1,915,268
2730,-1,915,268
2731,-1,915,268
2732,-1,915,268
2733,-1,915,268
2734,-1,915,268
2735,-1,915,268
2736,-1,915,268
2737,-1,915,268
2738,-1,915,268
2739,-1,915,268
2740,-1,915,268
2741,-1,963,288
2742,-1,1011,295
2743,-1,1062,274
2744,-1,1067,244
2745,-1,1061,243
2746,-1,1092,232
2747,-1,1118,261
2748,-1,1128,280
2749,-1,1153,325
2750,-1,1181,370
2751,-1,1213,407
2752,-1,1247,444
2753,-1,1280,484
2754,-1,1318,536
2755,-1,1352,585
2756,-1,1384,637
2757,-1,1401,686
2758,-1,1444,750
2759,-1,1451,779
2760,-1,1470,801
2761,-1,1465,781
2762,-1,1504,697
2763,-1,1514,675
2764,-1,1544,661
2765,-1,1578,681
2766,-1,1602,677
2767,-1,1636,692
2768,-1,1629,714
2769,-1,1708,728
2770,-1,1704,705
2771,-1,1671,574
2772,-1,1648,508
2773,-1,1620,440
2774,-1,1590,379
2775,-1,1560,328
2776,-1,1541,293
2777,-1,364,215
2778,-1,1476,203
2779,-1,1446,165
2780,-1,1425,143
2781,-1,1406,112
2782,-1,1381,83
2783,-1,1344,70
2784,-1,1320,53
2785,-1,1299,43
2786,-1,300,181
2787,-1,281,181
2788,-1,255,181
2789,-1,230,179
2790,-1,206,182
2791,-2,0,0
2792,-2,0,0
2793,-2,0,0
2794,-2,0,0
2795,-2,0,0
2796,-1,1136,11
2797,-1,1129,13
2798,-1,1116,16
2799,-1,1108,23
2800,-1,1099,29
2801,-1,1091,32
2802,-1,1082,41
2803,-1,1076,47
2804,-1,1067,55
2805,-1,1051,64
2806,-1,1056,78
2807,-1,1050,89
2808,-1,1044,97
2809,-1,1033,102
2810,-1,1026,113
2811,-1,1024,119
2812,-1,1020,130
2813,-1,1020,133
2814,-1,1020,130
2815,-1,1024,130
2816,-1,1029,129
2817,-1,1033,129
2818,-1,1035,133
2819,-1,1039,136
2820,-1,1044,140
2821,-1,1048,143
2822,-1,1050,150
2823,-1,1051,159
2824,-1,1057,169
2825,-1,1065,176
